"pathway_id","node1_kegg_id","node1_symbol","node1_type","node1_entry_id","node2_kegg_id","node2_symbol","node2_type","node2_entry_id","relation_type","subtype_1_name","subtype_1_value","subtype_2_name","subtype_2_value","subtype_3_name","subtype_3_value","ExperimentScore","CoexpressionScore"
"hsa04014","hsa:5594 hsa:5595","MAPK1, ERK, ERK-2, ERK2, ERT1, MAPK2, NS13, P42MAPK, PRKM1, PRKM2, p38, p40, p41, p41mapk, p42-MAPK...","gene",9,"hsa:2002","ELK1","gene",79,"PPrel","activation","-->","","","","",923,49
"hsa04014","hsa:5594 hsa:5595","MAPK1, ERK, ERK-2, ERK2, ERT1, MAPK2, NS13, P42MAPK, PRKM1, PRKM2, p38, p40, p41, p41mapk, p42-MAPK...","gene",9,"hsa:2113 hsa:2114","ETS1, ETS-1, EWSR2, c-ets-1, p54...","gene",80,"PPrel","activation","-->","","","","",597,49
"hsa04014","hsa:8315","BRAP, BRAP2, IMP, RNF52","gene",224,"hsa:283455 hsa:8844","KSR2...","gene",225,"PPrel","inhibition","--|","","","","",0,0
"hsa04014","hsa:9771","RAPGEF5, GFR, MR-GEF, MRGEF, REPAC","gene",119,"hsa:5906 hsa:5908","RAP1A, C21KG, G-22K, KREV-1, KREV1, RAP1, SMGP21...","gene",120,"PPrel","activation","-->","","","","",510,42
"hsa04014","hsa:5900","RALGDS, RGDS, RGF, RalGEF","gene",37,"hsa:5898 hsa:5899","RALA, HINCONS, RAL...","gene",40,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:23179","RGL1, RGL","gene",38,"hsa:5898 hsa:5899","RALA, HINCONS, RAL...","gene",40,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:5863","RGL2, HKE1.5, KE1.5, RAB2L","gene",39,"hsa:5898 hsa:5899","RALA, HINCONS, RAL...","gene",40,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:5898 hsa:5899","RALA, HINCONS, RAL...","gene",40,"hsa:5599 hsa:5601 hsa:5602","MAPK8, JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c...","gene",70,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:5898 hsa:5899","RALA, HINCONS, RAL...","gene",40,"hsa:55770","EXOC2, NEDFACH, SEC5, SEC5L1, Sec5p","gene",216,"PPrel","activation","-->","","","","",971,50
"hsa04014","hsa:55770","EXOC2, NEDFACH, SEC5, SEC5L1, Sec5p","gene",216,"hsa:29110","TBK1, AIARV, FTDALS4, IIAE8, NAK, T2K","gene",217,"PPrel","activation","-->","","","","",624,65
"hsa04014","hsa:29110","TBK1, AIARV, FTDALS4, IIAE8, NAK, T2K","gene",217,"hsa:5966","REL, C-Rel, HIVEN86A, IMD92","gene",218,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:5898 hsa:5899","RALA, HINCONS, RAL...","gene",40,"hsa:5337 hsa:5338","PLD1, CVDD, CVDP1...","gene",41,"PPrel","activation","-->","","","","",510,42
"hsa04014","hsa:5898 hsa:5899","RALA, HINCONS, RAL...","gene",40,"hsa:10928","RALBP1, RIP1, RLIP1, RLIP76","gene",71,"PPrel","activation","-->","","","","",836,60
"hsa04014","hsa:10928","RALBP1, RIP1, RLIP1, RLIP76","gene",71,"hsa:998","CDC42, CDC42Hs, G25K, TKS","gene",72,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:10928","RALBP1, RIP1, RLIP1, RLIP76","gene",71,"hsa:5879 hsa:5880 hsa:5881","RAC1, MIG5, MRD48, Rac-1, TC-25, p21-Rac1...","gene",73,"PPrel","activation","-->","","","","",501,60
"hsa04014","hsa:998","CDC42, CDC42Hs, G25K, TKS","gene",72,"hsa:5599 hsa:5601 hsa:5602","MAPK8, JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c...","gene",70,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:51196","PLCE1, NPHS3, PLCE, PPLC","gene",42,"cpd:C00165","C00165","compound",50,"PCrel","activation","-->","","","","",0,0
"hsa04014","cpd:C00165","C00165","compound",50,"hsa:5578 hsa:5579 hsa:5582","PRKCA, AAG6, PKC-alpha, PKCA, PKCI+/-, PKCalpha, PRKACA...","gene",43,"PCrel","activation","-->","","","","",0,0
"hsa04014","hsa:9610","RIN1","gene",49,"hsa:25 hsa:27","ABL1, ABL, BCR-ABL, CHDSKM, JTK7, bcr/abl, c-ABL, c-ABL1, p150, v-abl...","gene",48,"PPrel","activation","-->","","","","",806,0
"hsa04014","hsa:9610","RIN1","gene",49,"hsa:5868 hsa:5869 hsa:5878","RAB5A, RAB5...","gene",86,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:10928","RALBP1, RIP1, RLIP1, RLIP76","gene",163,"hsa:382","ARF6","gene",164,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:382","ARF6","gene",164,"hsa:5879","RAC1, MIG5, MRD48, Rac-1, TC-25, p21-Rac1","gene",165,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:6654 hsa:6655","SOS1, GF1, GGF1, GINGF, HGF, NS4, SOS-1...","gene",176,"hsa:3265 hsa:3845 hsa:4893","HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras...","gene",134,"PPrel","activation","-->","","","","",990,0
"hsa04014","hsa:6654 hsa:6655","SOS1, GF1, GGF1, GINGF, HGF, NS4, SOS-1...","gene",176,"hsa:22808","MRAS, M-RAs, NS11, R-RAS3, RRAS3","gene",135,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:10125 hsa:10235 hsa:115727 hsa:25780","RASGRP1, CALDAG-GEFI, CALDAG-GEFII, IMD64, RASGRP...","gene",178,"hsa:3265 hsa:3845 hsa:4893","HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras...","gene",134,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:5923","RASGRF1, CDC25, CDC25L, GNRP, GRF1, GRF55, H-GRF55, PP13187, ras-GRF1","gene",177,"hsa:3265 hsa:3845 hsa:4893","HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras...","gene",134,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:5923","RASGRF1, CDC25, CDC25L, GNRP, GRF1, GRF55, H-GRF55, PP13187, ras-GRF1","gene",177,"hsa:22808","MRAS, M-RAs, NS11, R-RAS3, RRAS3","gene",135,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:5923","RASGRF1, CDC25, CDC25L, GNRP, GRF1, GRF55, H-GRF55, PP13187, ras-GRF1","gene",177,"hsa:6237","RRAS, R-Ras, RRAS1","gene",156,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:3265 hsa:3845 hsa:4893","HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras...","gene",134,"hsa:83593","RASSF5, Maxp1, NORE1, NORE1A, NORE1B, RAPL, RASSF3","gene",125,"PPrel","activation","-->","","","","",971,0
"hsa04014","hsa:3265 hsa:3845 hsa:4893","HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras...","gene",134,"hsa:7074","TIAM1, NEDLDS, TIAM-1","gene",126,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:3265 hsa:3845 hsa:4893","HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras...","gene",134,"hsa:110117499 hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503","P3R3URF-PIK3R3, LOC110117498-PIK3R3...","gene",127,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:3265 hsa:3845 hsa:4893","HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras...","gene",134,"hsa:4301","AFDN, AF6, MLL-AF6, MLLT4, l-afadin","gene",128,"PPrel","activation","-->","","","","",962,0
"hsa04014","hsa:3265 hsa:3845 hsa:4893","HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras...","gene",134,"hsa:5894","RAF1, CMD1NN, CRAF, NS5, Raf-1, c-Raf","gene",129,"PPrel","activation","-->","","","","",999,0
"hsa04014","hsa:3265 hsa:3845 hsa:4893","HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras...","gene",134,"hsa:8315","BRAP, BRAP2, IMP, RNF52","gene",230,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:3265 hsa:3845 hsa:4893","HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras...","gene",134,"hsa:5900","RALGDS, RGDS, RGF, RalGEF","gene",131,"PPrel","activation","-->","","","","",986,49
"hsa04014","hsa:3265 hsa:3845 hsa:4893","HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras...","gene",134,"hsa:51196","PLCE1, NPHS3, PLCE, PPLC","gene",132,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:3265 hsa:3845 hsa:4893","HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras...","gene",134,"hsa:9610","RIN1","gene",133,"PPrel","activation","-->","","","","",829,64
"hsa04014","hsa:22808","MRAS, M-RAs, NS11, R-RAS3, RRAS3","gene",135,"hsa:83593","RASSF5, Maxp1, NORE1, NORE1A, NORE1B, RAPL, RASSF3","gene",125,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:22808","MRAS, M-RAs, NS11, R-RAS3, RRAS3","gene",135,"hsa:110117499 hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503","P3R3URF-PIK3R3, LOC110117498-PIK3R3...","gene",127,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:22808","MRAS, M-RAs, NS11, R-RAS3, RRAS3","gene",135,"hsa:4301","AFDN, AF6, MLL-AF6, MLLT4, l-afadin","gene",128,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:22808","MRAS, M-RAs, NS11, R-RAS3, RRAS3","gene",135,"hsa:9771","RAPGEF5, GFR, MR-GEF, MRGEF, REPAC","gene",130,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:6237","RRAS, R-Ras, RRAS1","gene",156,"hsa:83593","RASSF5, Maxp1, NORE1, NORE1A, NORE1B, RAPL, RASSF3","gene",125,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:6237","RRAS, R-Ras, RRAS1","gene",156,"hsa:110117499 hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503","P3R3URF-PIK3R3, LOC110117498-PIK3R3...","gene",127,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:6237","RRAS, R-Ras, RRAS1","gene",156,"hsa:5894","RAF1, CMD1NN, CRAF, NS5, Raf-1, c-Raf","gene",129,"PPrel","activation","-->","","","","",622,0
"hsa04014","hsa:6237","RRAS, R-Ras, RRAS1","gene",156,"hsa:5900","RALGDS, RGDS, RGF, RalGEF","gene",131,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:6237","RRAS, R-Ras, RRAS1","gene",156,"hsa:51196","PLCE1, NPHS3, PLCE, PPLC","gene",132,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:6237","RRAS, R-Ras, RRAS1","gene",156,"hsa:10928","RALBP1, RIP1, RLIP1, RLIP76","gene",161,"PPrel","activation","-->","","","","",0,0
"hsa04014","hsa:51196","PLCE1, NPHS3, PLCE, PPLC","gene",42,"cpd:C01245","C01245","compound",51,"PCrel","activation","-->","","","","",0,0
"hsa04014","hsa:8036","SHOC2, NSLH1, SIAA0862, SOC2, SUR8","gene",238,"hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237","RRAS2, NS12, TC21...","gene",12,"PPrel","binding/association","---","","","","",0,0
"hsa04014","hsa:8036","SHOC2, NSLH1, SIAA0862, SOC2, SUR8","gene",238,"hsa:5894","RAF1, CMD1NN, CRAF, NS5, Raf-1, c-Raf","gene",11,"PPrel","binding/association","---","","","","",625,74
"hsa04014","hsa:253959 hsa:57148 hsa:57186","RALGAPA1, GARNL1, GRIPE, NEDHRIT, RalGAPalpha1, TULIP1, p240...","gene",240,"hsa:5898 hsa:5899","RALA, HINCONS, RAL...","gene",40,"PPrel","inhibition","--|","","","","",0,0
"hsa04014","hsa:10000 hsa:207 hsa:208","AKT3, MPPH, MPPH2, PKB-GAMMA, PKBG, PRKBG, RAC-PK-gamma, RAC-gamma, STK-2...","gene",23,"hsa:253959 hsa:57148 hsa:57186","RALGAPA1, GARNL1, GRIPE, NEDHRIT, RalGAPalpha1, TULIP1, p240...","gene",240,"PPrel","inhibition","--|","phosphorylation","+p","","",0,0
"hsa04015","hsa:1268 hsa:1813","CNR1, CANN6, CB-R, CB1, CB1A, CB1K5, CB1R, CNR...","gene",119,"hsa:2770 hsa:2771 hsa:2773 hsa:2775","GNAI1, Gi, HG1B, NEDHISB...","gene",120,"PPrel","activation","-->","","","","",952,0
"hsa04015","hsa:5909","RAP1GAP, RAP1GA1, RAP1GAP1, RAP1GAPII, RAPGAP","gene",41,"hsa:5906 hsa:5908","RAP1A, C21KG, G-22K, KREV-1, KREV1, RAP1, SMGP21...","gene",10,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:26037","SIPA1L1, E6TP1, SPAR1","gene",39,"hsa:5906 hsa:5908","RAP1A, C21KG, G-22K, KREV-1, KREV1, RAP1, SMGP21...","gene",10,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:6494","SIPA1, SPA1","gene",40,"hsa:5906 hsa:5908","RAP1A, C21KG, G-22K, KREV-1, KREV1, RAP1, SMGP21...","gene",10,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:57568","SIPA1L2, SPAL2, SPAR2","gene",147,"hsa:5906 hsa:5908","RAP1A, C21KG, G-22K, KREV-1, KREV1, RAP1, SMGP21...","gene",10,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:9771","RAPGEF5, GFR, MR-GEF, MRGEF, REPAC","gene",99,"hsa:5906 hsa:5908","RAP1A, C21KG, G-22K, KREV-1, KREV1, RAP1, SMGP21...","gene",31,"PPrel","activation","-->","","","","",510,42
"hsa04015","hsa:9732","DOCK4","gene",37,"hsa:5906 hsa:5908","RAP1A, C21KG, G-22K, KREV-1, KREV1, RAP1, SMGP21...","gene",31,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:10411 hsa:11069","RAPGEF3, CAMP-GEFI, EPAC, EPAC1, HSU79275, bcm910...","gene",38,"hsa:5906 hsa:5908","RAP1A, C21KG, G-22K, KREV-1, KREV1, RAP1, SMGP21...","gene",31,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:25780","RASGRP3, GRP3","gene",106,"hsa:5906 hsa:5908","RAP1A, C21KG, G-22K, KREV-1, KREV1, RAP1, SMGP21...","gene",31,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:10235","RASGRP2, CALDAG-GEFI, CDC25L","gene",107,"hsa:5906 hsa:5908","RAP1A, C21KG, G-22K, KREV-1, KREV1, RAP1, SMGP21...","gene",31,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:2889","RAPGEF1, C3G, GRF2","gene",57,"hsa:5906 hsa:5908","RAP1A, C21KG, G-22K, KREV-1, KREV1, RAP1, SMGP21...","gene",31,"PPrel","activation","-->","","","","",624,49
"hsa04015","hsa:51735 hsa:9693","RAPGEF6, KIA001LB, PDZ-GEF2, PDZGEF2, RA-GEF-2, RAGEF2...","gene",73,"hsa:5906 hsa:5908","RAP1A, C21KG, G-22K, KREV-1, KREV1, RAP1, SMGP21...","gene",31,"PPrel","activation","-->","","","","",0,0
"hsa04015","undefined","","group",218,"hsa:5906 hsa:5908","RAP1A, C21KG, G-22K, KREV-1, KREV1, RAP1, SMGP21...","gene",31,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:23683 hsa:25865 hsa:5587","PRKD3, EPK2, PKC-NU, PKD3, PRKCN, nPKC-NU...","gene",183,"hsa:5906 hsa:5908","RAP1A, C21KG, G-22K, KREV-1, KREV1, RAP1, SMGP21...","gene",31,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:163688 hsa:51806 hsa:801 hsa:805 hsa:808 hsa:810 hsa:91860","CALML6, CAGLP...","gene",167,"hsa:107 hsa:108 hsa:109 hsa:111 hsa:112 hsa:113 hsa:114 hsa:115 hsa:196883","ADCY1, AC1, DFNB44...","gene",108,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:135 hsa:136 hsa:1902 hsa:2149 hsa:23566 hsa:2357 hsa:2846 hsa:5028 hsa:57121 hsa:9002 hsa:9170","ADORA2A, A2aR, ADORA2, RDC8...","gene",51,"hsa:2778","GNAS, AHO, C20orf45, GNAS1, GPSA, GSA, GSP, NESP, PITA3, POH, SCG6, SgVI","gene",52,"PPrel","activation","-->","","","","",900,0
"hsa04015","hsa:2778","GNAS, AHO, C20orf45, GNAS1, GPSA, GSA, GSP, NESP, PITA3, POH, SCG6, SgVI","gene",52,"hsa:107 hsa:108 hsa:109 hsa:111 hsa:112 hsa:113 hsa:114 hsa:115 hsa:196883","ADCY1, AC1, DFNB44...","gene",108,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:107 hsa:108 hsa:109 hsa:111 hsa:112 hsa:113 hsa:114 hsa:115 hsa:196883","ADCY1, AC1, DFNB44...","gene",108,"cpd:C00575","C00575","compound",58,"PCrel","activation","-->","","","","",0,0
"hsa04015","cpd:C00575","C00575","compound",58,"hsa:10411 hsa:11069","RAPGEF3, CAMP-GEFI, EPAC, EPAC1, HSU79275, bcm910...","gene",38,"PCrel","activation","-->","","","","",0,0
"hsa04015","hsa:135 hsa:136 hsa:1902 hsa:2149 hsa:23566 hsa:2357 hsa:2846 hsa:5028 hsa:57121 hsa:9002 hsa:9170","ADORA2A, A2aR, ADORA2, RDC8...","gene",51,"hsa:2776","GNAQ, CMAL, CMC1, G-ALPHA-q, GAQ, SWS","gene",53,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:2776","GNAQ, CMAL, CMC1, G-ALPHA-q, GAQ, SWS","gene",53,"hsa:23236 hsa:5330 hsa:5331 hsa:5332","PLCB1, DEE12, EIEE12, PI-PLC, PLC-154, PLC-I, PLC-beta-1, PLC154, PLCB1A, PLCB1B...","gene",54,"PPrel","activation","-->","","","","",541,60
"hsa04015","hsa:23236 hsa:5330 hsa:5331 hsa:5332","PLCB1, DEE12, EIEE12, PI-PLC, PLC-154, PLC-I, PLC-beta-1, PLC154, PLCB1A, PLCB1B...","gene",54,"cpd:C00165","C00165","compound",66,"PCrel","activation","-->","","","","",0,0
"hsa04015","cpd:C00165","C00165","compound",66,"hsa:25780","RASGRP3, GRP3","gene",106,"PCrel","activation","-->","","","","",0,0
"hsa04015","hsa:23236 hsa:5330 hsa:5331 hsa:5332","PLCB1, DEE12, EIEE12, PI-PLC, PLC-154, PLC-I, PLC-beta-1, PLC154, PLCB1A, PLCB1B...","gene",54,"cpd:C00076","C00076","compound",67,"PCrel","activation","-->","","","","",0,0
"hsa04015","cpd:C00076","C00076","compound",67,"hsa:10235","RASGRP2, CALDAG-GEFI, CDC25L","gene",107,"PCrel","activation","-->","","","","",0,0
"hsa04015","hsa:125467750 hsa:1435 hsa:1942 hsa:1943 hsa:1944 hsa:1945 hsa:1946 hsa:1950 hsa:2246 hsa:2247 hsa:2248 hsa:2249 hsa:2250 hsa:2251 hsa:2252 hsa:2253 hsa:2254 hsa:2255 hsa:2277 hsa:26281 hsa:26291 hsa:27006 hsa:284 hsa:285 hsa:3082 hsa:3479 hsa:3630 hsa:4254 hsa:4803 hsa:51378 hsa:5154 hsa:5155 hsa:5228 hsa:56034 hsa:7422 hsa:7423 hsa:7424 hsa:80310 hsa:8074 hsa:8817 hsa:8822 hsa:8823 hsa:9965","EFNA4-EFNA3...","gene",17,"hsa:1436 hsa:1956 hsa:1969 hsa:2260 hsa:2261 hsa:2263 hsa:2264 hsa:2321 hsa:2324 hsa:3480 hsa:3643 hsa:3791 hsa:3815 hsa:4233 hsa:4804 hsa:5156 hsa:5159 hsa:7010","CSF1R, BANDDOS, C-FMS, CD115, CSF-1R, CSFR, FIM2, FMS, GPSC, HDLS, HDLS1, M-CSF-R...","gene",18,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:1436 hsa:1956 hsa:1969 hsa:2260 hsa:2261 hsa:2263 hsa:2264 hsa:2321 hsa:2324 hsa:3480 hsa:3643 hsa:3791 hsa:3815 hsa:4233 hsa:4804 hsa:5156 hsa:5159 hsa:7010","CSF1R, BANDDOS, C-FMS, CD115, CSF-1R, CSFR, FIM2, FMS, GPSC, HDLS, HDLS1, M-CSF-R...","gene",18,"hsa:23236 hsa:5330 hsa:5331 hsa:5332","PLCB1, DEE12, EIEE12, PI-PLC, PLC-154, PLC-I, PLC-beta-1, PLC154, PLCB1A, PLCB1B...","gene",54,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:1436 hsa:1956 hsa:1969 hsa:2260 hsa:2261 hsa:2263 hsa:2264 hsa:2321 hsa:2324 hsa:3480 hsa:3643 hsa:3791 hsa:3815 hsa:4233 hsa:4804 hsa:5156 hsa:5159 hsa:7010","CSF1R, BANDDOS, C-FMS, CD115, CSF-1R, CSFR, FIM2, FMS, GPSC, HDLS, HDLS1, M-CSF-R...","gene",18,"hsa:1398 hsa:1399","CRK, CRKII, p38...","gene",55,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:1398 hsa:1399","CRK, CRKII, p38...","gene",55,"hsa:2889","RAPGEF1, C3G, GRF2","gene",57,"PPrel","activation","-->","","","","",874,55
"hsa04015","hsa:9564","BCAR1, CAS, CAS1, CASS1, CRKAS, P130Cas","gene",212,"hsa:1398 hsa:1399","CRK, CRKII, p38...","gene",55,"PPrel","activation","-->","","","","",923,64
"hsa04015","hsa:999","CDH1, Arc-1, BCDS1, CD324, CDHE, ECAD, LCAM, UVO","gene",56,"hsa:2889","RAPGEF1, C3G, GRF2","gene",57,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:1499","CTNNB1, CTNNB, EVR7, MRD19, NEDSDV, armadillo","gene",71,"hsa:260425 hsa:9223 hsa:9863","MAGI3, MAGI-3, dJ730K3.2...","gene",72,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:260425 hsa:9223 hsa:9863","MAGI3, MAGI-3, dJ730K3.2...","gene",72,"hsa:51735 hsa:9693","RAPGEF6, KIA001LB, PDZ-GEF2, PDZGEF2, RA-GEF-2, RAGEF2...","gene",73,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:27040","LAT, IMD52, LAT1, pp36","gene",184,"undefined","","group",219,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:5335","PLCG1, IDAA, NCKAP3, PLC-II, PLC1, PLC148, PLCgamma1","gene",185,"cpd:C00165","C00165","compound",188,"PCrel","activation","-->","","","","",0,0
"hsa04015","cpd:C00165","C00165","compound",188,"hsa:5578 hsa:5579 hsa:5582","PRKCA, AAG6, PKC-alpha, PKCA, PKCI+/-, PKCalpha, PRKACA...","gene",182,"PCrel","activation","-->","","","","",0,0
"hsa04015","hsa:5578 hsa:5579 hsa:5582","PRKCA, AAG6, PKC-alpha, PKCA, PKCI+/-, PKCalpha, PRKACA...","gene",182,"hsa:23683 hsa:25865 hsa:5587","PRKD3, EPK2, PKC-NU, PKD3, PRKCN, nPKC-NU...","gene",183,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:5335","PLCG1, IDAA, NCKAP3, PLC-II, PLC1, PLC148, PLCgamma1","gene",185,"cpd:C00076","C00076","compound",189,"PCrel","activation","-->","","","","",0,0
"hsa04015","hsa:5900","RALGDS, RGDS, RGF, RalGEF","gene",19,"hsa:5898 hsa:5899","RALA, HINCONS, RAL...","gene",42,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:5900","RALGDS, RGDS, RGF, RalGEF","gene",19,"hsa:5879 hsa:5880 hsa:5881","RAC1, MIG5, MRD48, Rac-1, TC-25, p21-Rac1...","gene",20,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:54518","APBB1IP, INAG1, PREL1, RARP1, RIAM","gene",15,"hsa:7094 hsa:83660","TLN1, ILWEQ, TLN, talin-1...","gene",174,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:7094 hsa:83660","TLN1, ILWEQ, TLN, talin-1...","gene",174,"hsa:3674 hsa:3690","ITGA2B, BDPLT16, BDPLT2, CD41, CD41B, GP2B, GPIIb, GT, GT1, GTA, HPA3, PPP1R93...","gene",175,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:54518","APBB1IP, INAG1, PREL1, RARP1, RIAM","gene",15,"hsa:345456 hsa:375189 hsa:5216 hsa:5217","PFN3, profilin-3...","gene",27,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:54518","APBB1IP, INAG1, PREL1, RARP1, RIAM","gene",15,"hsa:51466 hsa:55740 hsa:7408","EVL, RNB6...","gene",26,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:345456 hsa:375189 hsa:5216 hsa:5217","PFN3, profilin-3...","gene",27,"hsa:60 hsa:71","ACTB, BKRNS, BNS, BRWS1, CSMH, DDS1, PS1TP5BP1, THC8...","gene",28,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:51466 hsa:55740 hsa:7408","EVL, RNB6...","gene",26,"hsa:60 hsa:71","ACTB, BKRNS, BNS, BRWS1, CSMH, DDS1, PS1TP5BP1, THC8...","gene",28,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:64411","ARAP3, CENTD3, DRAG1","gene",83,"hsa:387","RHOA, ARH12, ARHA, EDFAOB, RHO12, RHOH12","gene",84,"PPrel","activation","-->","","","","",800,0
"hsa04015","hsa:387","RHOA, ARH12, ARHA, EDFAOB, RHO12, RHOH12","gene",84,"hsa:60 hsa:71","ACTB, BKRNS, BNS, BRWS1, CSMH, DDS1, PS1TP5BP1, THC8...","gene",28,"PPrel","activation","-->","","","","",0,0
"hsa04015","undefined","","group",220,"hsa:998","CDC42, CDC42Hs, G25K, TKS","gene",94,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:998","CDC42, CDC42Hs, G25K, TKS","gene",94,"hsa:60 hsa:71","ACTB, BKRNS, BNS, BRWS1, CSMH, DDS1, PS1TP5BP1, THC8...","gene",28,"PPrel","activation","-->","","","","",0,0
"hsa04015","undefined","","group",221,"hsa:5879 hsa:5880 hsa:5881","RAC1, MIG5, MRD48, Rac-1, TC-25, p21-Rac1...","gene",81,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:5879 hsa:5880 hsa:5881","RAC1, MIG5, MRD48, Rac-1, TC-25, p21-Rac1...","gene",81,"undefined","","group",222,"PPrel","activation","-->","","","","",0,0
"hsa04015","hsa:998","CDC42, CDC42Hs, G25K, TKS","gene",94,"undefined","","group",222,"PPrel","activation","-->","","","","",0,0
