"pathway_id","node1_kegg_id","node1_symbol","node1_type","node1_entry_id","node2_kegg_id","node2_symbol","node2_type","node2_entry_id","relation_type","subtype_1_name","subtype_1_value","subtype_2_name","subtype_2_value","subtype_3_name","subtype_3_value","ExperimentScore","CoexpressionScore"
"hsa03320","undefined","","group",79,"hsa:3157 hsa:3158","HMGCS1, HMGCS...","gene",48,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:335","APOA1, AMYLD3, HPALP2, apo(a)","gene",72,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:336","APOA2, Apo-AII, ApoA-II, apoAII","gene",57,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:345","APOC3, APOCIII, Apo-C3, ApoC-3","gene",68,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:116519","APOA5, APOAV, RAP3","gene",75,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:5360","PLTP, BPIFE, HDLCQ9","gene",58,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:10873 hsa:4199","ME3, NADP-ME...","gene",76,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:6319 hsa:79966","SCD, FADS5, MSTP008, SCD1, SCDOS, hSCD1...","gene",66,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:9415","FADS2, D6D, DES6, FADSD6, LLCDL2, SLL0262, TU13","gene",67,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:1581","CYP7A1, CP7A, CYP7, CYPVII","gene",44,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:1582","CYP8B1, CP8B, CYP12, CYPVIIIB1","gene",69,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:10062","NR1H3, LXR-a, LXRA, RLD-1","gene",70,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:1622","DBI, ACBD1, ACBP, CCK-RP, EP","gene",74,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:2168","FABP1, FABPL, L-FABP","gene",55,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:10999 hsa:376497","SLC27A4, ACSVL4, FATP4, IPS...","gene",47,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:4023","LPL, HDLCQ11, LIPD","gene",41,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:2180 hsa:2181 hsa:2182 hsa:23205 hsa:23305 hsa:51703 hsa:81616","ACSL1, ACS1, FACL1, FACL2, LACS, LACS1, LACS2...","gene",39,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:1962","EHHADH, ECHD, FRTS3, L-PBE, LBFP, LBP, MFE1, PBFE","gene",36,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:30","ACAA1, ACAA, Lnc-Myd88, PTHIO, THIO","gene",32,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:6342","SCP2, NLTP, NSL-TP, SCOX, SCP-2, SCP-CHI, SCP-X, SCPX","gene",31,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:51 hsa:8309 hsa:8310","ACOX1, ACOX, AOX, MITCH, PALMCOX, SCOX...","gene",53,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:126129 hsa:1374 hsa:1375","CPT1C, CATL1, CPT_I-C, CPT1-B, CPT1P, CPTI-B, CPTIC, SPG73...","gene",38,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:1376","CPT2, CPT1, CPTASE, IIAE4","gene",37,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:34","ACADM, ACAD1, MCAD, MCADH","gene",33,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:51129","ANGPTL4, ARP4, FIAF, HARP, HFARP, NL2, PGAR, TGQTL, UNQ171, pp1158","gene",52,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",79,"hsa:7350","UCP1, SLC25A7, UCP","gene",77,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",80,"hsa:2170","FABP3, FABP11, H-FABP, M-FABP, MDGI, O-FABP","gene",43,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",80,"hsa:126129 hsa:1374 hsa:1375","CPT1C, CATL1, CPT_I-C, CPT1-B, CPT1P, CPTI-B, CPTIC, SPG73...","gene",38,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",80,"hsa:33","ACADL, ACAD4, LCAD","gene",34,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",80,"hsa:4023","LPL, HDLCQ11, LIPD","gene",41,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",80,"hsa:51 hsa:8309 hsa:8310","ACOX1, ACOX, AOX, MITCH, PALMCOX, SCOX...","gene",53,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",80,"hsa:51129","ANGPTL4, ARP4, FIAF, HARP, HFARP, NL2, PGAR, TGQTL, UNQ171, pp1158","gene",52,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",80,"hsa:7350","UCP1, SLC25A7, UCP","gene",77,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",80,"hsa:3611","ILK, HEL-S-28, ILK-1, ILK-2, P59, p59ILK","gene",54,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",80,"hsa:5170","PDPK1, PDK1, PDPK2, PDPK2P, PRO0461","gene",56,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",80,"hsa:7316","UBC, HMG20","gene",73,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:6319 hsa:79966","SCD, FADS5, MSTP008, SCD1, SCDOS, hSCD1...","gene",66,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:10062","NR1H3, LXR-a, LXRA, RLD-1","gene",70,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:1593","CYP27A1, CP27, CTX, CYP27","gene",71,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:10999 hsa:376497","SLC27A4, ACSVL4, FATP4, IPS...","gene",47,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:948","CD36, BDPLT10, CHDS7, FAT, GP3B, GP4, GPIV, PASIV, SCARB3","gene",42,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:4023","LPL, HDLCQ11, LIPD","gene",41,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:4973","OLR1, CLEC8A, LOX1, LOXIN, SCARE1, SLOX1","gene",40,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:2180 hsa:2181 hsa:2182 hsa:23205 hsa:23305 hsa:51703 hsa:81616","ACSL1, ACS1, FACL1, FACL2, LACS, LACS1, LACS2...","gene",39,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:126129 hsa:1374 hsa:1375","CPT1C, CATL1, CPT_I-C, CPT1-B, CPT1P, CPTI-B, CPTIC, SPG73...","gene",38,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:51129","ANGPTL4, ARP4, FIAF, HARP, HFARP, NL2, PGAR, TGQTL, UNQ171, pp1158","gene",52,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:123 hsa:440503 hsa:5346 hsa:729359","PLIN2, ADFP, ADRP...","gene",21,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:2167","FABP4, A-FABP, AFABP, ALBP, HEL-S-104, aP2","gene",51,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:9370","ADIPOQ, ACDC, ACRP30, ADIPQTL1, ADPN, APM-1, APM1, GBP28","gene",64,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:10580","SORBS1, CAP, FLAF2, R85FL, SH3D5, SH3P12, SORB1","gene",49,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:4312","MMP1, CLG, CLGN","gene",50,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:7350","UCP1, SLC25A7, UCP","gene",77,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:5105 hsa:5106","PCK1, PCKDC, PEPCK-C, PEPCK1, PEPCKC...","gene",20,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:100509620 hsa:364","AQP7B...","gene",18,"GErel","expression","-->","","","","",0,0
"hsa03320","undefined","","group",81,"hsa:2710 hsa:2712 hsa:2713","GK, GK1, GKD...","gene",19,"GErel","expression","-->","","","","",0,0
"hsa03320","cpd:C02165 cpd:C14776","C02165...","compound",12,"hsa:5465","PPARA, NR1C1, PPAR, PPAR-alpha, PPARalpha, hPPAR","gene",25,"PCrel","activation","-->","phosphorylation","+p","","",0,0
"hsa03320","cpd:C15493","C15493","compound",15,"hsa:6256 hsa:6257 hsa:6258","RXRA, NR2B1, RXR-alpha, RXRalpha...","gene",26,"PCrel","activation","-->","phosphorylation","+p","","",0,0
"hsa03320","cpd:C15493","C15493","compound",60,"hsa:6256 hsa:6257 hsa:6258","RXRA, NR2B1, RXR-alpha, RXRalpha...","gene",28,"PCrel","activation","-->","phosphorylation","+p","","",0,0
"hsa03320","cpd:C14767 cpd:C14762","C14767...","compound",59,"hsa:5468","PPARG, CIMT1, FPLD3, GLM1, NR1C3, PPARG1, PPARG2, PPARG5, PPARgamma","gene",29,"PCrel","activation","-->","phosphorylation","+p","","",0,0
"hsa03320","cpd:C15493","C15493","compound",16,"hsa:6256 hsa:6257 hsa:6258","RXRA, NR2B1, RXR-alpha, RXRalpha...","gene",30,"PCrel","activation","-->","phosphorylation","+p","","",0,0
"hsa03460","undefined","","group",91,"hsa:57697","FANCM, FAAP250, KIAA1596, POF15, SPGF28","gene",22,"PPrel","phosphorylation","+p","","","","",0,0
"hsa03460","undefined","","group",91,"hsa:2175","FANCA, FA, FA-H, FA1, FAA, FACA, FAH, FANCH","gene",7,"PPrel","phosphorylation","+p","","","","",0,0
"hsa03460","undefined","","group",91,"hsa:2189","FANCG, FAG, XRCC9","gene",15,"PPrel","phosphorylation","+p","","","","",0,0
"hsa03460","undefined","","group",91,"hsa:55215","FANCI, KIAA1794","gene",12,"PPrel","phosphorylation","+p","","","","",0,0
"hsa03460","undefined","","group",91,"hsa:57697","FANCM, FAAP250, KIAA1596, POF15, SPGF28","gene",6,"PPrel","phosphorylation","+p","","","","",0,0
"hsa03460","hsa:9894","TELO2, CLK2, TEL2, YHFS","gene",35,"hsa:545","ATR, FCTCS, FRP1, MEC1, SCKL, SCKL1","gene",33,"PPrel","activation","-->","","","","",780,58
"hsa03460","hsa:57697","FANCM, FAAP250, KIAA1596, POF15, SPGF28","gene",22,"hsa:91442","FAAP24, C19orf40","gene",82,"PPrel","binding/association","---","","","","",999,0
"hsa03460","hsa:57697","FANCM, FAAP250, KIAA1596, POF15, SPGF28","gene",22,"hsa:100526739 hsa:201254 hsa:378708","CENPS-CORT, APITD1, APITD1-CORT, CENP-S, CENPS, FAAP16, MHF1...","gene",53,"PPrel","binding/association","---","","","","",0,0
"hsa03460","undefined","","group",92,"hsa:55215","FANCI, KIAA1794","gene",12,"PPrel","ubiquitination","+u","","","","",0,0
"hsa03460","undefined","","group",92,"hsa:2177","FANCD2, FA-D2, FA4, FACD, FAD, FAD2, FANCD","gene",11,"PPrel","ubiquitination","+u","","","","",0,0
"hsa03460","hsa:2177","FANCD2, FA-D2, FA4, FACD, FAD, FAD2, FANCD","gene",11,"hsa:675","BRCA2, BRCC2, BROVCA2, FACD, FAD, FAD1, FANCD, FANCD1, GLM3, PNCA2, XRCC11","gene",36,"PPrel","activation","-->","","","","",833,163
"hsa03460","undefined","","group",93,"hsa:5889","RAD51C, BROVCA3, FANCO, R51H3, RAD51L2","gene",41,"PPrel","activation","-->","","","","",0,0
"hsa03460","hsa:675","BRCA2, BRCC2, BROVCA2, FACD, FAD, FAD1, FANCD, FANCD1, GLM3, PNCA2, XRCC11","gene",36,"hsa:5888","RAD51, BRCC5, FANCR, HRAD51, HsRad51, HsT16930, MRMV2, RAD51A, RECA","gene",72,"PPrel","activation","-->","","","","",994,250
"hsa03460","hsa:2177","FANCD2, FA-D2, FA4, FACD, FAD, FAD2, FANCD","gene",11,"hsa:22909","FAN1, KIAA1018, KMIN, MTMR15, hFAN1","gene",42,"PPrel","activation","-->","","","","",832,0
"hsa03460","hsa:545","ATR, FCTCS, FRP1, MEC1, SCKL, SCKL1","gene",33,"hsa:672","BRCA1, BRCAI, BRCC1, BROVCA1, FANCS, IRIS, PNCA4, PPP1R53, PSCP, RNF53","gene",39,"PPrel","phosphorylation","+p","","","","",830,62
"hsa03460","undefined","","group",94,"hsa:55120","FANCL, FAAP43, PHF9, POG","gene",16,"PPrel","inhibition","--|","","","","",0,0
"hsa03460","undefined","","group",95,"hsa:57697","FANCM, FAAP250, KIAA1596, POF15, SPGF28","gene",6,"PPrel","binding/association","---","","","","",0,0
"hsa03460","undefined","","group",95,"hsa:29935 hsa:6117 hsa:6118 hsa:6119","RPA4, HSU24186...","gene",34,"PPrel","binding/association","---","","","","",0,0
"hsa03460","hsa:22909","FAN1, KIAA1018, KMIN, MTMR15, hFAN1","gene",42,"undefined","","group",96,"PPrel","activation","-->","","","","",0,0
"hsa03460","hsa:83990","BRIP1, BACH1, FANCJ, OF","gene",38,"undefined","","group",93,"PPrel","binding/association","---","","","","",0,0
"hsa03460","hsa:83990","BRIP1, BACH1, FANCJ, OF","gene",38,"undefined","","group",96,"PPrel","activation","-->","","","","",0,0
"hsa03460","hsa:91442","FAAP24, C19orf40","gene",82,"hsa:9894","TELO2, CLK2, TEL2, YHFS","gene",35,"PPrel","binding/association","---","","","","",0,0
"hsa04010","hsa:2768 hsa:55970","GNA12, HG1M1, NNX3, RMP, gep...","gene",52,"hsa:5922","RASA2, GAP1M","gene",48,"PPrel","activation","-->","","","","",0,0
"hsa04010","hsa:9693","RAPGEF2, CNrasGEF, NRAPGEP, PDZ-GEF1, PDZGEF1, RA-GEF, RA-GEF-1, RAGEF, Rap-GEP, nRap_GEP","gene",47,"hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237","RRAS2, NS12, TC21...","gene",49,"PPrel","activation","-->","","","","",0,0
"hsa04010","hsa:5923 hsa:5924","RASGRF1, CDC25, CDC25L, GNRP, GRF1, GRF55, H-GRF55, PP13187, ras-GRF1...","gene",20,"hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237","RRAS2, NS12, TC21...","gene",49,"PPrel","activation","-->","","","","",0,0
"hsa04010","hsa:10125 hsa:10235 hsa:115727 hsa:25780","RASGRP1, CALDAG-GEFI, CALDAG-GEFII, IMD64, RASGRP...","gene",50,"hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237","RRAS2, NS12, TC21...","gene",49,"PPrel","activation","-->","","","","",0,0
"hsa04010","hsa:5906 hsa:5908","RAP1A, C21KG, G-22K, KREV-1, KREV1, RAP1, SMGP21...","gene",45,"hsa:673","BRAF, B-RAF1, B-raf, BRAF-1, BRAF1, NS7, RAFB1","gene",41,"PPrel","activation","-->","","","","",625,49
"hsa04010","hsa:7124","TNF, DIF, IMD127, TNF-alpha, TNFA, TNFSF2, TNLG1F","gene",111,"hsa:7132","TNFRSF1A, CD120a, FPF, TBP1, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR55, TNFR60, p55, p55-R, p60","gene",108,"PPrel","activation","-->","","","","",999,44
"hsa04010","hsa:3552 hsa:3553","IL1A, IL-1_alpha, IL-1A, IL1, IL1-ALPHA, IL1F1...","gene",110,"hsa:3554 hsa:3556","IL1R1, CD121A, CRMO3, D2S1473, IL-1R-alpha, IL-1RT1, IL1R, IL1RA, P80...","gene",107,"PPrel","activation","-->","","","","",0,0
"hsa04010","hsa:356","FASLG, ALPS1B, APT1LG1, APTL, CD178, CD95-L, CD95L, FASL, TNFSF6, TNLG1A","gene",24,"hsa:355","FAS, ALPS1A, APO-1, APT1, CD95, FAS1, FASTM, TNFRSF6","gene",106,"PPrel","activation","-->","","","","",873,56
"hsa04010","hsa:7040 hsa:7042 hsa:7043","TGFB1, CED, DPD1, IBDIMDE, LAP, TGF-beta1, TGFB, TGFbeta...","gene",109,"hsa:7046 hsa:7048","TGFBR1, AAT5, ACVRLK4, ALK-5, ALK5, ESS1, LDS1, LDS1A, LDS2A, MSSE, SKR4, TBR-i, TBRI, TGFR-1, tbetaR-I...","gene",105,"PPrel","activation","-->","","","","",978,42
"hsa04010","hsa:355","FAS, ALPS1A, APO-1, APT1, CD95, FAS1, FASTM, TNFRSF6","gene",106,"hsa:1616","DAXX, BING2, DAP6, EAP1, SMIM40","gene",101,"PPrel","activation","-->","","","","",854,0
"hsa04010","hsa:7046 hsa:7048","TGFBR1, AAT5, ACVRLK4, ALK-5, ALK5, ESS1, LDS1, LDS1A, LDS2A, MSSE, SKR4, TBR-i, TBRI, TGFR-1, tbetaR-I...","gene",105,"hsa:1616","DAXX, BING2, DAP6, EAP1, SMIM40","gene",101,"PPrel","activation","-->","","","","",0,0
"hsa04010","hsa:2885","GRB2, ASH, EGFRBP-GRB2, Grb3-3, MST084, MSTP084, NCKAP2","gene",53,"hsa:1436 hsa:1956 hsa:1969 hsa:2064 hsa:2065 hsa:2066 hsa:2260 hsa:2261 hsa:2263 hsa:2264 hsa:2321 hsa:2322 hsa:2324 hsa:3480 hsa:3643 hsa:3791 hsa:3815 hsa:4233 hsa:4804 hsa:4914 hsa:4915 hsa:5156 hsa:5159 hsa:5979 hsa:7010","CSF1R, BANDDOS, C-FMS, CD115, CSF-1R, CSFR, FIM2, FMS, GPSC, HDLS, HDLS1, M-CSF-R...","gene",54,"PPrel","binding/association","---","","","","",625,47
"hsa04010","hsa:6654 hsa:6655","SOS1, GF1, GGF1, GINGF, HGF, NS4, SOS-1...","gene",51,"hsa:2885","GRB2, ASH, EGFRBP-GRB2, Grb3-3, MST084, MSTP084, NCKAP2","gene",53,"PPrel","binding/association","---","","","","",994,49
"hsa04010","hsa:23118","TAB2, CHTD2, MAP3K7IP2, TAB-2","gene",97,"hsa:7189","TRAF6, MGC:3310, RNF85","gene",100,"PPrel","binding/association","---","","","","",920,56
"hsa04010","hsa:51295","ECSIT, SITPEC","gene",96,"hsa:7189","TRAF6, MGC:3310, RNF85","gene",100,"PPrel","binding/association","---","","","","",510,0
"hsa04010","hsa:6722","SRF, MCM1","gene",138,"hsa:2002","ELK1","gene",141,"PPrel","binding/association","---","","","","",603,141
"hsa04010","hsa:6722","SRF, MCM1","gene",138,"hsa:2005","ELK4, SAP1","gene",140,"PPrel","binding/association","---","","","","",968,0
"hsa04010","hsa:8649","LAMTOR3, MAP2K1IP1, MAPBP, MAPKSP1, MP1, PRO0633, Ragulator3","gene",37,"hsa:5604","MAP2K1, CFC3, MAPKK1, MEK1, MEL, MKK1, PRKMK1","gene",39,"PPrel","binding/association","---","","","","",510,56
"hsa04010","hsa:8649","LAMTOR3, MAP2K1IP1, MAPBP, MAPKSP1, MP1, PRO0633, Ragulator3","gene",37,"hsa:5605","MAP2K2, CFC4, MAPKK2, MEK2, MKK2, PRKMK2","gene",38,"PPrel","binding/association","---","","","","",0,0
"hsa04010","hsa:5594 hsa:5595","MAPK1, ERK, ERK-2, ERK2, ERT1, MAPK2, NS13, P42MAPK, PRKM1, PRKM2, p38, p40, p41, p41mapk, p42-MAPK...","gene",36,"hsa:8649","LAMTOR3, MAP2K1IP1, MAPBP, MAPKSP1, MP1, PRO0633, Ragulator3","gene",37,"PPrel","binding/association","---","","","","",0,0
"hsa04010","hsa:23542 hsa:9479","MAPK8IP2, IB-2, IB2, JIP2, PRKM8IPL...","gene",116,"hsa:5599 hsa:5601 hsa:5602","MAPK8, JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c...","gene",119,"PPrel","binding/association","---","","","","",0,0
"hsa04010","hsa:23542 hsa:9479","MAPK8IP2, IB-2, IB2, JIP2, PRKM8IPL...","gene",116,"hsa:5609","MAP2K7, JNKK2, MAPKK7, MEK, MEK_7, MKK7, PRKMK7, SAPKK-4, SAPKK4","gene",118,"PPrel","binding/association","---","","","","",510,53
"hsa04010","hsa:23542 hsa:9479","MAPK8IP2, IB-2, IB2, JIP2, PRKM8IPL...","gene",116,"hsa:4296","MAP3K11, MEKK11, MLK-3, MLK3, PTK1, SPRK","gene",117,"PPrel","binding/association","---","","","","",0,0
"hsa04010","hsa:23542 hsa:9479","MAPK8IP2, IB-2, IB2, JIP2, PRKM8IPL...","gene",116,"hsa:11184","MAP4K1, HPK1","gene",135,"PPrel","binding/association","---","","","","",0,0
"hsa04010","hsa:5599 hsa:5601 hsa:5602","MAPK8, JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c...","gene",119,"hsa:23162","MAPK8IP3, JIP-3, JIP3, JSAP1, NEDBA, SYD2, syd","gene",131,"PPrel","binding/association","---","","","","",625,0
"hsa04010","hsa:6416","MAP2K4, JNKK, JNKK1, MAPKK4, MEK4, MKK4, PRKMK4, SAPKK-1, SAPKK1, SEK1, SERK1, SKK1","gene",120,"hsa:23162","MAPK8IP3, JIP-3, JIP3, JSAP1, NEDBA, SYD2, syd","gene",131,"PPrel","binding/association","---","","","","",510,0
"hsa04010","hsa:5609","MAP2K7, JNKK2, MAPKK7, MEK, MEK_7, MKK7, PRKMK7, SAPKK-4, SAPKK4","gene",118,"hsa:23162","MAPK8IP3, JIP-3, JIP3, JSAP1, NEDBA, SYD2, syd","gene",131,"PPrel","binding/association","---","","","","",625,59
"hsa04010","hsa:23162","MAPK8IP3, JIP-3, JIP3, JSAP1, NEDBA, SYD2, syd","gene",131,"hsa:4214","MAP3K1, MAPKKK1, MEKK, MEKK_1, MEKK1, SRXY6","gene",133,"PPrel","binding/association","---","","","","",0,0
"hsa04010","hsa:4296","MAP3K11, MEKK11, MLK-3, MLK3, PTK1, SPRK","gene",117,"hsa:23162","MAPK8IP3, JIP-3, JIP3, JSAP1, NEDBA, SYD2, syd","gene",131,"PPrel","binding/association","---","","","","",0,0
"hsa04010","hsa:5599 hsa:5601 hsa:5602","MAPK8, JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c...","gene",119,"hsa:1398 hsa:1399","CRK, CRKII, p38...","gene",121,"PPrel","binding/association","---","","","","",678,60
"hsa04010","hsa:6416","MAP2K4, JNKK, JNKK1, MAPKK4, MEK4, MKK4, PRKMK4, SAPKK-1, SAPKK1, SEK1, SERK1, SKK1","gene",120,"hsa:1398 hsa:1399","CRK, CRKII, p38...","gene",121,"PPrel","binding/association","---","","","","",0,0
"hsa04010","hsa:6416","MAP2K4, JNKK, JNKK1, MAPKK4, MEK4, MKK4, PRKMK4, SAPKK-1, SAPKK1, SEK1, SERK1, SKK1","gene",120,"hsa:2316","FLNA, ABP-280, ABPX, CSBS, CVD1, FGS2, FLN, FLN-A, FLN1, FMD, MNS, NHBP, OPD, OPD1, OPD2, XLVD, XMVD","gene",132,"PPrel","binding/association","---","","","","",0,0
"hsa04010","hsa:6416","MAP2K4, JNKK, JNKK1, MAPKK4, MEK4, MKK4, PRKMK4, SAPKK-1, SAPKK1, SEK1, SERK1, SKK1","gene",120,"hsa:408 hsa:409","ARRB1, ARB1, ARR1...","gene",122,"PPrel","binding/association","---","","","","",0,0
"hsa04010","hsa:5566 hsa:5567 hsa:5568","PRKACA, CAFD1, PKACA, PPNAD4...","gene",46,"hsa:5906 hsa:5908","RAP1A, C21KG, G-22K, KREV-1, KREV1, RAP1, SMGP21...","gene",45,"PPrel","phosphorylation","+p","","","","",0,0
"hsa04010","hsa:5578 hsa:5579 hsa:5582","PRKCA, AAG6, PKC-alpha, PKCA, PKCI+/-, PKCalpha, PRKACA...","gene",44,"hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237","RRAS2, NS12, TC21...","gene",49,"PPrel","phosphorylation","+p","","","","",0,0
"hsa04010","hsa:5578 hsa:5579 hsa:5582","PRKCA, AAG6, PKC-alpha, PKCA, PKCI+/-, PKCalpha, PRKACA...","gene",44,"hsa:5894","RAF1, CMD1NN, CRAF, NS5, Raf-1, c-Raf","gene",40,"PPrel","phosphorylation","+p","","","","",0,0
"hsa04010","hsa:6654 hsa:6655","SOS1, GF1, GGF1, GINGF, HGF, NS4, SOS-1...","gene",51,"hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237","RRAS2, NS12, TC21...","gene",49,"PPrel","activation","-->","","","","",0,0
"hsa04010","hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237","RRAS2, NS12, TC21...","gene",49,"hsa:673","BRAF, B-RAF1, B-raf, BRAF-1, BRAF1, NS7, RAFB1","gene",41,"PPrel","activation","-->","","","","",0,0
"hsa04010","hsa:22800 hsa:22808 hsa:3265 hsa:3845 hsa:4893 hsa:6237","RRAS2, NS12, TC21...","gene",49,"hsa:5894","RAF1, CMD1NN, CRAF, NS5, Raf-1, c-Raf","gene",40,"PPrel","activation","-->","","","","",608,42
"hsa04010","hsa:673","BRAF, B-RAF1, B-raf, BRAF-1, BRAF1, NS7, RAFB1","gene",41,"hsa:5604","MAP2K1, CFC3, MAPKK1, MEK1, MEL, MKK1, PRKMK1","gene",39,"PPrel","phosphorylation","+p","","","","",994,60
"hsa04010","hsa:673","BRAF, B-RAF1, B-raf, BRAF-1, BRAF1, NS7, RAFB1","gene",41,"hsa:5605","MAP2K2, CFC4, MAPKK2, MEK2, MKK2, PRKMK2","gene",38,"PPrel","phosphorylation","+p","","","","",835,0
"hsa04010","hsa:5894","RAF1, CMD1NN, CRAF, NS5, Raf-1, c-Raf","gene",40,"hsa:5604","MAP2K1, CFC3, MAPKK1, MEK1, MEL, MKK1, PRKMK1","gene",39,"PPrel","phosphorylation","+p","","","","",955,72
"hsa04010","hsa:5894","RAF1, CMD1NN, CRAF, NS5, Raf-1, c-Raf","gene",40,"hsa:5605","MAP2K2, CFC4, MAPKK2, MEK2, MKK2, PRKMK2","gene",38,"PPrel","phosphorylation","+p","","","","",870,67
"hsa04010","hsa:5604","MAP2K1, CFC3, MAPKK1, MEK1, MEL, MKK1, PRKMK1","gene",39,"hsa:5594 hsa:5595","MAPK1, ERK, ERK-2, ERK2, ERT1, MAPK2, NS13, P42MAPK, PRKM1, PRKM2, p38, p40, p41, p41mapk, p42-MAPK...","gene",36,"PPrel","phosphorylation","+p","","","","",900,82
"hsa04010","hsa:5605","MAP2K2, CFC4, MAPKK2, MEK2, MKK2, PRKMK2","gene",38,"hsa:5594 hsa:5595","MAPK1, ERK, ERK-2, ERK2, ERT1, MAPK2, NS13, P42MAPK, PRKM1, PRKM2, p38, p40, p41, p41mapk, p42-MAPK...","gene",36,"PPrel","phosphorylation","+p","","","","",977,67
